books/'Computer Architecture',27-01-2026,comlete chapter 01,0
project/todo_list,26-01-2026,length check & default value for 'Deadline' member,1
schooling/it006,01-01-0001,,0
schooling/ss007,01-01-0001,,0
schooling/it002,01-01-0001,,0
schooling/it005,01-01-0001,,0
schooling/ma0004,01-01-0001,,0
schooling/ma005,01-01-0001,,0
